,product_name,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutrition-score-uk_100g
84171,mushrooms pieces and stems,19.311056176056795,0.0,0.0,0.0,0.0,1.0773745118329554,0.0,0.2547431583999722,0.14560133629176147,0.0,0.0,0.0,0.0,-1.0,-1.0
84549,distilled white vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84558,"r.w. knudsen, very veggie, low sodium vegetable juice blend",24.110733835537836,0.0,0.0,0.0,0.0,1.1830767331109342,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
84640,chicken stock,7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
84641,beef stock,7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
84642,vegetable stock,7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
84836,jalapeno peppers,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.0,0.2664313388382744,0.1551697052215384,0.0,0.0,0.0,0.0,-6.0,-6.0
84838,"nopalitos, tender cactus",8.998443877042178,0.0,0.0,0.0,0.0,1.0870487158709858,0.0,0.22078217802710345,0.0,0.3180505625410683,0.0,0.0,0.0,6.0,6.0
84839,hot chili peppers,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.38934130252192856,0.17680052648870423,0.0,0.0,10.0,10.0
84935,sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.2619260154968711,0.0,0.0,0.0,2.0,2.0
84966,sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.2619260154968711,0.0,0.0,0.0,2.0,2.0
84979,"100% juice, tomato",24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
84980,vegetable juice cocktail,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
84981,vegetable juice cocktail,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
85009,whole peeled tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85010,whole peeled tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85011,sliced mushrooms,25.53164104209221,0.0,0.0,0.0,0.0,0.931860616714631,0.0,0.2547431583999722,0.14560133629176147,0.0,0.0,0.0,0.0,0.0,0.0
85050,whole polish dill pickles in vinegar,17.409850558540654,0.0,0.0,0.0,0.0,0.6162997202467297,0.0,0.0,0.0,0.23534312801483084,0.0,0.0,0.0,5.0,5.0
85051,sauerkraut,23.381815256781973,0.0,0.0,0.0,0.0,1.0165935471693899,0.0,0.24667799903400967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85053,cucumber in brine,14.673447049360783,0.0,0.0,0.0,0.0,0.6162997202467297,0.0,0.0,0.0,0.2619260154968711,0.0,0.0,0.0,6.0,6.0
85055,pickled baby beets in vinegar brine,23.381815256781973,0.0,0.0,0.0,0.0,1.1011913729107712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
85061,"cracovia, squash",16.526307196694944,0.0,0.0,0.0,0.0,0.931860616714631,0.32562972353743386,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
85067,hot mixed salad in vinegar brine,4.230246161242111,0.0,0.0,0.0,0.0,1.5776791711146614,0.6394582308471862,0.24667799903400967,0.08042553450930606,0.2426002753671175,0.0,0.0,0.0,5.0,5.0
85112,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85338,roasted sweet red peppers in vinegar brine,24.110733835537836,0.0,0.0,0.0,0.0,1.3680629990646687,0.6282039888619246,0.24998426314533748,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
85387,less sodium soy sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988413638641092,0.20536789809302874,0.0,0.0,10.0,10.0
85562,peperoncini (peppers),21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.60092846852956,0.0,0.0,0.39179175806814204,0.18633233568320529,0.0,0.0,10.0,10.0
85569,mild banana peppers rings,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.60092846852956,0.0,0.0,0.39179175806814204,0.18633233568320529,0.0,0.0,10.0,10.0
85713,"harvest bay, all natural coconut water, original",20.122328495230843,0.0,0.0,0.0,0.0,1.1011913729107712,0.509088652831266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85715,"harvest bay, coconut water with pomegranate",21.691338718414656,0.0,0.0,0.0,0.0,1.159228262774801,0.509088652831266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85716,"harvest bay, all-natural coconut water, pomegranate",21.691338718414656,0.0,0.0,0.0,0.0,1.159228262774801,0.509088652831266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85717,"harvest bay, a blend of coconut water with juice from concentrate, orange mango",21.691338718414656,0.0,0.0,0.0,0.0,1.159228262774801,0.509088652831266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85718,"harvest bay, all natural coconut water, pineapple",21.691338718414656,0.0,0.0,0.0,0.0,1.159228262774801,0.5507793017026742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85727,"mayfield dairy farms, no calories sweet tea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85728,"mayfield dairy farms, sweet tea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85943,"conchita, coconut water",20.915285161634436,0.0,0.0,0.0,0.0,1.12677145253246,0.6091981390892477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85945,"conchita, mojo criollo marinade",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.7259732140732231,0.0,0.15514555950442968,0.39971448352117295,0.20683375364694115,0.0,0.0,20.0,20.0
85946,"sazon, all purpose seasoning",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046072845860931,0.21117395360782476,0.0,0.0,10.0,10.0
85954,"conchita, aloe vera drink",16.526307196694944,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
85955,"conchita, aloe vera drink",16.526307196694944,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
85960,carrots in escabeche,20.915285161634436,0.0,0.0,0.0,0.0,1.3912962606905042,0.588230930818469,0.0,0.0,0.39300394510332576,0.19049921591238558,0.0,0.0,10.0,10.0
85964,whole jalapenos in escabeche,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3610208650135437,0.0,0.0,0.0,6.0,6.0
85965,whole jalapenos in escabeche,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3610208650135437,0.0,0.0,0.0,6.0,6.0
85966,whole jalapenos in escabeche,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.3610208650135437,0.0,0.0,0.0,6.0,6.0
85967,sliced jalapenos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3645246292133014,0.0,0.0,0.0,6.0,6.0
85968,sliced jalapenos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3645246292133014,0.0,0.0,0.0,6.0,6.0
85969,sliced jalapenos in escabeche,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3645246292133014,0.0,0.0,0.0,6.0,6.0
85971,salsa verde,20.122328495230843,0.0,0.0,0.0,0.0,0.963818824507038,0.5822735459769597,0.26305094689320857,0.0,0.28533390292621047,0.0,0.0,0.0,3.0,3.0
85972,"mexicana salsa, medium",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.30723888218819356,0.0,0.0,0.0,7.0,7.0
85973,salsa casera,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.3177571280152909,0.0,0.0,0.0,8.0,8.0
86133,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86134,whole green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86150,unsweetened black tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86151,diet black brewed tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86167,beef broth,10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
86174,chicken broth,4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
86225,diced tomatoes & green chilies,20.915285161634436,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86253,lemon pepper seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4049948256997462,0.21121559813173962,0.0,0.0,10.0,10.0
86254,unseasoned meat tenderizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40508677046548763,0.21121765290214095,0.0,0.0,10.0,10.0
86512,garden salad,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
86513,romaine hearts lettuce,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
86841,thick & chunky salsa,20.122328495230843,0.0,0.0,0.0,0.0,1.224856184913674,0.3589189027057226,0.22078217802710345,0.14880421850282663,0.17142460221359745,0.0,0.0,0.0,2.0,2.0
86890,cut wax beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86905,organic baby romaine leaves,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
86907,organic 50/50 blend,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
86908,organic baby spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
86952,diced green chiles,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
86953,diced mild green chiles,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
86954,whole green chiles,18.479839006232243,0.0,0.0,0.0,0.0,0.8809954427396104,0.0,0.2615376625984828,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
86956,slice jalapenos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.3676492672876631,0.030094943627108916,0.0,0.0,10.0,10.0
86957,sliced jalapenos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.3676492672876631,0.030094943627108916,0.0,0.0,10.0,10.0
87030,sparkling water beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87031,"sparkling water beverage, lime",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87032,"sparkling water beverage, lemon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87033,sparkling water beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87093,organic baby spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
87095,sparkling water beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87096,"sparkling water beverage, lime",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87097,"sparkling water beverage, lemon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87098,"sparkling water beverage, citrus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87133,"that's smart!, chicken broth",7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015566378193755805,0.0,0.0,0.0,4.0,4.0
87149,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.7852585749557525,0.0,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87171,french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87188,whole peeled tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87189,diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87190,"that's smart!, tomato juice",24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
87361,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87364,french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87388,unsweetened iced tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87420,jilly's gelatin,8.998443877042178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06612924841186883,0.0,0.0,0.0,0.0,0.0,0.0
87421,hot sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3949023781972311,0.19628703584145668,0.0,0.0,10.0,10.0
87544,marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
87545,naranja agria con ajo with garlic marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
87588,mild curry powder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4008687000810341,0.20845898107818264,0.0,0.0,10.0,10.0
87589,jerk seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40499974572318403,0.21121579043170513,0.0,0.0,10.0,10.0
87590,oxtail seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046601375508898,0.2111826022976841,0.0,0.0,10.0,10.0
87591,chicken seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4049560863685314,0.21121377361981578,0.0,0.0,10.0,10.0
87674,"italian plum tomatoes, crushed peeled",23.381815256781973,0.0,0.0,0.0,0.0,0.9679289402257518,0.5834998865282501,0.0,0.1485466600563868,0.0,0.0,0.0,0.0,-2.0,-2.0
87675,"selected italian plum tomatoes, in thick puree",26.22505391408309,0.0,0.0,0.0,0.0,1.1118983822045783,0.6217828001335501,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
87681,selected italian peeled plum tomatoes with basil,23.381815256781973,0.0,0.0,0.0,0.0,0.9679289402257518,0.5834998865282501,0.0,0.1485466600563868,0.0,0.0,0.0,0.0,-2.0,-2.0
87886,"pompeii, guacamole seasoning mix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40505936079503924,0.21121739137489276,0.0,0.0,10.0,10.0
87888,cajun vegetable seasoning mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40508367771128434,0.21121763953830458,0.0,0.0,10.0,10.0
88255,non pareil capers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999030154549292,0.20712367447149277,0.0,0.0,10.0,10.0
88449,spice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88451,mustard powder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88659,herbal gelatin mt. ali grass jelly,11.341372835928944,0.0,0.0,0.0,0.0,0.5408742381124901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
88662,"lamonica, sea clam juice",4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
88665,gourmet clam juice,7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
88669,"la monica, sea clam juice",4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
88688,"pappy's, sassafras concentrate instant tea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88689,"pappy's, concentrate instant tea, raspberry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88802,"la lechonera, naranja agria sour orange marinade, sour orange",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
88803,sour orange marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
88804,"la lechonera, spanish marinating sauce",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3792276982896219,0.12212326897719115,0.0,0.0,10.0,10.0
88805,spanish marinating sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3792276982896219,0.12212326897719115,0.0,0.0,10.0,10.0
88842,"tofu shirataki,spaghetti shaped noodle",13.696618718969496,0.0,0.0,0.0,0.0,0.8272723310564037,0.0,0.23709423420565345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
88843,"tofu shirataki, fettuccine",13.696618718969496,0.0,0.0,0.0,0.0,0.8272723310564037,0.0,0.23709423420565345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
88844,traditional shirataki,0.0,0.0,0.0,0.0,0.0,0.69694338797459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88845,tofu shirataki,21.691338718414656,0.0,0.0,0.0,0.0,0.8272723310564037,0.0,0.23709423420565345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
88859,green pickled jalapeno pepper,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.3809032050676665,0.13286209568324966,0.0,0.0,6.0,6.0
88880,nopalitos tender cactus,21.691338718414656,0.0,0.0,0.0,0.0,1.0436019602456226,0.29505748189626696,0.2615376625984828,0.0,0.3704460253718557,0.055149231889761854,0.0,0.0,6.0,6.0
89257,"swiss, premium diet decaf tea, lemon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89258,"swiss, diet lemonade tea cooler",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89337,cocktail onions  in vermouth,12.418316378495678,0.0,0.0,0.0,0.0,0.6653111136895118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89338,martini olives,21.691338718414656,0.012190410607768994,0.0034368574580996864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
89356,salsa! salsa!,20.915285161634436,0.0,0.0,0.0,0.0,1.408776709655376,0.5948418720430189,0.26373996110718256,0.0,0.1983347558095593,0.0,0.0,0.0,1.0,1.0
89375,"medford farms, homestyle chicken stock",14.673447049360783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
89376,"medford farms, homestyle stock, beef",14.673447049360783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149510582306246,0.0,0.0,0.0,0.0,0.0,0.0
89377,"medford farms, homestyle vegetable stock",10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89380,"all purpose, seafood, seasoning",0.0,0.0,0.0,0.0,0.0,2.283212641901856,0.0,0.0,0.0,0.4049560863685314,0.21121377361981578,0.0,0.0,10.0,10.0
89381,fish rub,0.0,0.0,0.0,0.0,0.0,2.3029066227829063,0.0,0.0,0.0,0.4050616884155632,0.21121742573511354,0.0,0.0,10.0,10.0
89382,cayenne pepper,0.0,0.0,0.0,0.0,0.0,2.3029066227829063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89384,lemon pepper seasoning salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40491511705666733,0.21121125572770985,0.0,0.0,10.0,10.0
89385,gumbo file,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89449,tips & cuts hearts of palm,18.479839006232243,0.0,0.0,0.0,0.0,0.6162997202467297,0.0,0.26212298205252915,0.0,0.10065818004924912,0.0,0.0,0.0,0.0,0.0
89464,baby corn nuggets,25.53164104209221,0.012190148779138049,0.0,0.0,0.0,0.7137806621195234,0.0,0.26212298205252915,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0
89469,imported stir fry vegetables,22.451723811411036,0.0,0.0,0.0,0.0,0.7137806621195234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89471,peeled stir fry mushrooms,20.122328495230843,0.0,0.0,0.0,0.0,0.7734783159660478,0.0,0.22078217802710345,0.14880421850282663,0.0,0.0,0.0,0.0,0.0,0.0
89493,hot chili sauce,0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.7155622324518738,0.0,0.0,0.40240002763360433,0.21005401663872722,0.0,0.0,14.0,14.0
90101,giardiniera pickled mixed vegetable,20.122328495230843,0.0,0.0,0.0,0.0,0.9405845341002305,0.5751933818206362,0.0,0.0,0.3830796224626093,0.1458227486332899,0.0,0.0,10.0,10.0
90282,"tres hermanas, fire roasted whole green chiles, mild",18.479839006232243,0.0,0.0,0.0,0.0,0.8809954427396104,0.0,0.2615376625984828,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
91222,mushrooms pieces & stems,19.311056176056795,0.0,0.0,0.0,0.0,0.40107948063342086,0.0,0.20826897023949872,0.14560133629176147,0.0,0.0,0.0,0.0,0.0,0.0
91434,organic fresh salsa,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.053601259311444945,0.0,0.0,0.0,4.0,4.0
91445,garden salad,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
91715,beef broth,12.418316378495678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149510582306246,0.0,0.0,0.0,0.0,-1.0,-1.0
91833,light no pulp orange juice,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.6091981390892477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91834,light no pulp juice beverage,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.6091981390892477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91905,organic baby spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15516649176025604,0.0,0.0,0.0,0.0,-5.0,-5.0
91924,french style grren beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91926,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92090,organic unsweetened almondmilk,20.915285161634436,0.012190410470893386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92122,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
92459,organic broth,12.418316378495678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149510582306246,0.0,0.0,0.0,0.0,-1.0,-1.0
92466,organic chopped romaine,16.526307196694944,0.0,0.0,0.0,0.0,0.7397073962054344,0.0,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
92523,trimmed asparagus,24.827092753006916,0.0,0.0,0.0,0.0,1.1454039677706411,0.47344788679710315,0.2526200585537787,0.15409269559174488,0.0,0.0,0.0,0.0,-4.0,-4.0
92565,garlic simmer sauce,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.21332014723641732,0.0,0.0,0.0,5.0,5.0
92631,italia classics truffle salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050888992181131,0.21121765955691238,0.0,0.0,10.0,10.0
92644,organic lemons,22.451723811411036,0.0,0.0,0.0,0.0,1.6338858137004821,0.0,0.26556945344052596,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0
92651,organic triple washed spring mix,16.526307196694944,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
