,product_name,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutrition-score-uk_100g
43239,hot sliced jalapenos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.2634202349280369,0.0,0.341401088095877,0.0,0.0,0.0,5.0,5.0
43240,diced green chilies,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
43307,100% juice,24.110733835537836,0.0,0.0,0.0,0.0,1.1830767331109342,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43316,100% juice,22.451723811411036,0.0,0.0,0.0,0.0,1.12677145253246,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
43320,100% juice,22.451723811411036,0.0,0.0,0.0,0.0,1.12677145253246,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
43321,100% juice,24.110733835537836,0.0,0.0,0.0,0.0,1.1830767331109342,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43806,freshly frozen cut broccoli,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
43861,chicken broth,12.418316378495678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06775299046684022,0.0,0.0,0.0,4.0,4.0
44273,whole mushrooms,20.915285161634436,0.0,0.0,0.0,0.0,0.816387404865902,0.0,0.0,0.15083596011564507,0.0,0.0,0.0,0.0,1.0,1.0
44274,sliced mushrooms,20.915285161634436,0.0,0.0,0.0,0.0,0.816387404865902,0.0,0.0,0.15083596011564507,0.0,0.0,0.0,0.0,1.0,1.0
44275,sliced mushrooms,20.915285161634436,0.0,0.0,0.0,0.0,0.816387404865902,0.0,0.0,0.15083596011564507,0.0,0.0,0.0,0.0,1.0,1.0
44324,coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44325,coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44326,coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44327,coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44332,"diet nectar, pera",24.110733835537836,0.0,0.0,0.0,0.0,1.2650555635486624,0.6535522740201659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44334,"diet nectar, apricot",21.691338718414656,0.0,0.0,0.0,0.0,1.135466826004044,0.6142072980611403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44335,diet guanabana nectar drink,13.696618718969496,0.0,0.0,0.0,0.0,0.5134658853828936,0.39301010142790554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44336,diet guayaba nectar,15.615294497768796,0.0,0.0,0.0,0.0,0.7734783159660478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44337,"mango nectar, diet",21.691338718414656,0.0,0.0,0.0,0.0,1.1830767331109342,0.6142072980611403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44339,"diet nectar, guayaba",15.615294497768796,0.0,0.0,0.0,0.0,0.7939285406756392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44342,coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44343,pure coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44346,agua de coco sin endulzar naturalmente hidratante,25.53164104209221,0.0,0.0,0.0,0.0,1.3084910293008418,0.6610876997856864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44348,coconut wtaer,24.110733835537836,0.0,0.0,0.0,0.0,1.2509764187237267,0.6444047403021211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44364,light guava nectar,20.915285161634436,0.0,0.0,0.0,0.0,1.1830767331109342,0.6091981390892477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44370,diced green chiles,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.015566378193755805,0.0,0.0,0.0,4.0,4.0
44376,green pickled serrano peppers,24.827092753006916,0.0,0.0,0.0,0.0,1.1646401138996483,0.4843907127973548,0.26541200684138366,0.1543015294580145,0.3645246292133014,0.0,0.0,0.0,4.0,4.0
44377,green pickled serrano peppers,24.827092753006916,0.0,0.0,0.0,0.0,1.1646401138996483,0.4843907127973548,0.26541200684138366,0.1543015294580145,0.3645246292133014,0.0,0.0,0.0,4.0,4.0
44381,crushed tomatillos,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44383,tender cactus,22.451723811411036,0.0,0.0,0.0,0.0,1.0773745118329554,0.0,0.2547431583999722,0.0,0.17142460221359745,0.0,0.0,0.0,2.0,2.0
44384,zucchini flower,13.696618718969496,0.0,0.0,0.0,0.0,0.5584798135861135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44418,pickled salad in brine,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.0,0.0,0.1551697052215384,0.13505924697264415,0.0,0.0,0.0,3.0,3.0
44419,"salvadorean pickled salad, in brine",21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.0,0.0,0.1551697052215384,0.0,0.0,0.0,0.0,0.0,0.0
44420,loroco flower,21.691338718414656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551697052215384,0.0,0.0,0.0,0.0,1.0,1.0
44421,pacaya palm,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.0,0.0,0.1551697052215384,0.3390782434261926,0.0,0.0,0.0,7.0,7.0
44458,sliced poblano peppers,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
44549,all purpose light adobo seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405056790591249,0.21121735089411392,0.0022297840863554096,0.0,10.0,10.0
44552,all purpose seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050616884155632,0.21121742573511354,0.0022297840863554096,0.0,10.0,10.0
44558,"curz de malta, mate cocido yerba mate tea bags",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44585,sea salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050893161215055,0.21121766061169853,0.0,0.0,10.0,10.0
44590,diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44601,roasted pimientos,22.451723811411036,0.0,0.0,0.0,0.0,0.931860616714631,0.32562972353743386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44781,cut okra,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.26401795405235795,0.10177981417318517,0.0,0.0,0.0,0.0,-4.0,-4.0
44783,whole baby okra,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.26401795405235795,0.10177981417318517,0.0,0.0,0.0,0.0,-4.0,-4.0
44800,yellow chili,14.673447049360783,0.0,0.0,0.0,0.0,0.7614373765229973,0.23079247459380098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44855,"green beans, french style",20.915285161634436,0.0,0.0,0.0,0.0,0.9800577950843907,0.36198553804159694,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44856,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9800577950843907,0.36198553804159694,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44863,sliced carrots,26.22505391408309,0.0,0.0,0.0,0.0,1.2153826271067176,0.3494468634743294,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45051,"sweet sue, chicken broth",4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
45407,"asparagus, cut",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.521002818939498,0.0,0.149510582306246,0.0,0.0,0.0,0.0,1.0,1.0
45414,fancy cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45415,fancy cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45416,short cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45417,fancy french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45436,whole peeled tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,0.9800577950843907,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45437,whole peeled tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,0.9800577950843907,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45441,diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,0.9800577950843907,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45488,"non-stick cooking spray, canola oil",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45495,chicken broth,12.418316378495678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06775299046684022,0.0,0.0,0.0,4.0,4.0
45897,bubble gum crayons,4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45920,"roasted potato seasoning mix, original",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050714782070183,0.21121754601180434,0.0,0.0,10.0,10.0
46204,brewed iced tea and real lemonade,24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46209,"50/50 lite blend iced tea, lemonade",24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46213,organic baby spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
46741,cut okra,20.122328495230843,0.0,0.0,0.0,0.0,0.9740306967236206,0.0,0.2578853602163693,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
46742,kale greens,16.526307196694944,0.0,0.0,0.0,0.0,0.963818824507038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46743,mustard greens,16.526307196694944,0.0,0.0,0.0,0.0,0.963818824507038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
46744,fancy spinach,20.915285161634436,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.23007323912135494,0.14905034915669457,0.0,0.0,0.0,0.0,-1.0,-1.0
46746,turnip greens and roots,19.311056176056795,0.0,0.0,0.0,0.0,1.0574031500065701,0.0,0.2526200585537787,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0
46756,fancy chopped spinach,16.526307196694944,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.22078217802710345,0.14905034915669457,0.0,0.0,0.0,0.0,-2.0,-2.0
46757,mixed greens,17.409850558540654,0.0,0.0,0.0,0.0,0.821857721362994,0.0,0.23709423420565345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46758,cut leaf spinach,16.526307196694944,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.23007323912135494,0.14905034915669457,0.0,0.0,0.0,0.0,-2.0,-2.0
46762,italian green beans,20.915285161634436,0.0,0.0,0.0,0.0,1.1208804219517077,0.0,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46763,low sodium spinach,20.915285161634436,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.22078217802710345,0.14905034915669457,0.0,0.0,0.0,0.0,-2.0,-2.0
46766,squash with vidalia onions,24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.521002818939498,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46767,squash with vidalia onions,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
46775,seasoned turnip greens & roots,20.915285161634436,0.0,0.0,0.0,0.0,1.1368999197633352,0.373822599761436,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,2.0,2.0
46798,sour tomatoes,18.479839006232243,0.0,0.0,0.0,0.0,1.0293875044328313,0.0,0.0,0.0,0.3645246292133014,0.0,0.0,0.0,10.0,10.0
47110,italian peeled tomatoes with basil leaf,22.451723811411036,0.0,0.0,0.0,0.0,1.1791904324256202,0.5689438249111546,0.20826897023949872,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
47120,french vanilla flavored syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47121,gourmet caramel flavored syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47458,"weis, asparagus spears",26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.15516649176025604,0.0,0.0,0.0,0.0,-5.0,-5.0
47620,sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.21332014723641732,0.0,0.0,0.0,1.0,1.0
47638,baby spinach,24.110733835537836,0.0,0.0,0.0,0.0,1.025766768927514,0.0,0.24998426314533748,0.1550260484787101,0.0,0.0,0.0,0.0,-3.0,-3.0
47640,spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
47641,baby sweet lettuce,24.110733835537836,0.0,0.0,0.0,0.0,0.8761108832696807,0.0,0.19107666516759134,0.15402320425479596,0.0,0.0,0.0,0.0,-2.0,-2.0
47656,crispy garden mix,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
47660,icebera garden,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
47666,iceberg garden,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
47820,sugar free gelatin desserts,8.998443877042178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06612924841186883,0.0,0.0,0.0,0.0,0.0,0.0
47885,fat free a grade organic milk,0.0,0.0,0.0,0.0,0.0,1.2341246448247727,0.64780822414909,0.0,0.1551812970984506,0.0,0.0,0.0,0.0,-1.0,-1.0
47983,"light juice beverage, orange",24.110733835537836,0.0,0.0,0.0,0.0,1.2341246448247727,0.6091981390892477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48327,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48328,french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48329,cut wax beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48333,shredded sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.2619260154968711,0.0,0.0,0.0,2.0,2.0
48334,"whole peeled tomatoes, sea salt",24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48335,"whole tomatoes, sea salt",24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48336,diced tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48338,whole peeled tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.15049754011504068,0.0,0.0,0.0,0.0,-2.0,-2.0
48339,petite diced tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48341,petite diced tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48342,"diced tomatoes, sea salt",24.827092753006916,0.0,0.0,0.0,0.0,1.1468057857910539,0.530797960904524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48347,diced tomatoes with green chilies,24.110733835537836,0.0,0.0,0.0,0.0,1.1368999197633352,0.5254579918831959,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
48354,whole leaf spinach,24.110733835537836,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.2578853602163693,0.14905034915669457,0.0,0.0,0.0,0.0,-2.0,-2.0
48363,veggie - green french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48364,"veggie-green, cut green beans",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48365,cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48366,french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48367,french style green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
48368,green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
48369,whole green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48370,cut wax beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48371,artichoke hearts,22.451723811411036,0.0,0.0,0.0,0.0,0.931860616714631,0.49731087519085926,0.26466027854601304,0.14560133629176147,0.0,0.0,0.0,0.0,-2.0,-2.0
48372,artichoke hearts quartered,22.451723811411036,0.0,0.0,0.0,0.0,0.931860616714631,0.49731087519085926,0.26466027854601304,0.14560133629176147,0.0,0.0,0.0,0.0,-2.0,-2.0
48374,whole asparagus spears,19.311056176056795,0.0,0.0,0.0,0.0,0.7268951024829493,0.0,0.0,0.14560133629176147,0.0,0.0,0.0,0.0,2.0,2.0
48375,cuts & tips asparagus,19.311056176056795,0.0,0.0,0.0,0.0,0.7268951024829493,0.0,0.0,0.14560133629176147,0.0,0.0,0.0,0.0,2.0,2.0
48381,hearts of palm,18.479839006232243,0.0,0.0,0.0,0.0,0.0,0.0,0.24667799903400967,0.1550814840819662,0.0,0.0,0.0,0.0,0.0,0.0
48387,shredded sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.2619260154968711,0.0,0.0,0.0,2.0,2.0
48388,shredded sauerkraut,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.0,0.2619260154968711,0.0,0.0,0.0,2.0,2.0
48395,whole leaf spinach,24.110733835537836,0.0,0.0,0.0,0.0,0.7794004132103488,0.0,0.2578853602163693,0.14905034915669457,0.0,0.0,0.0,0.0,-2.0,-2.0
48399,organic cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48562,100% juice vegetable juice from concentrate with added ingredients,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48563,tomato juice from concentrate with added ingredients,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48564,juice tomato juice from concentrate with added ingredients,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
48565,vegetable juice from concentrate with added ingredients,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.588230930818469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48617,tomato sauce,26.22505391408309,0.0,0.0,0.0,0.0,1.3737994407332648,0.5822735459769597,0.22078217802710345,0.14799480107405064,0.0,0.0,0.0,0.0,-3.0,-3.0
48745,pieces & stems mushrooms,17.409850558540654,0.0,0.0,0.0,0.0,0.5040488195840364,0.0,0.0,0.15083596011564507,0.0,0.0,0.0,0.0,-2.0,-2.0
48746,sliced mushrooms,16.526307196694944,0.0,0.0,0.0,0.0,1.0773745118329554,0.0,0.2547431583999722,0.14560133629176147,0.0,0.0,0.0,0.0,-1.0,-1.0
48747,whole fancy mushrooms,25.53164104209221,0.0,0.0,0.0,0.0,0.931860616714631,0.0,0.2547431583999722,0.14560133629176147,0.06578090162565589,0.0,0.0,0.0,1.0,1.0
48748,sliced fancy mushrooms,25.53164104209221,0.0,0.0,0.0,0.0,0.931860616714631,0.0,0.2547431583999722,0.14560133629176147,0.0,0.0,0.0,0.0,0.0,0.0
48749,pieces & stems mushrooms,20.915285161634436,0.0,0.0,0.0,0.0,0.816387404865902,0.0,0.0,0.15083596011564507,0.0,0.0,0.0,0.0,1.0,1.0
48800,"chicken broth, original",15.615294497768796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04079827897328095,0.0,0.0,0.0,4.0,4.0
48801,"reduced sodium chicken broth, original",15.615294497768796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
48802,original chicken broth,15.615294497768796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04079827897328095,0.0,0.0,0.0,4.0,4.0
48803,"original broth, beef",12.418316378495678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05151180247210469,0.0,0.0,0.0,4.0,4.0
48804,"chicken broth, ready to serve",10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
48805,"fat free reduced sodium broth, chicken",7.699107049684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
48806,beef flavored broth,4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
49320,"sliced jalapenos, hot",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.3676492672876631,0.030094943627108916,0.0,0.0,10.0,10.0
49321,"chopped jalapenos, hot",20.915285161634436,0.0,0.0,0.0,0.0,1.3912962606905042,0.588230930818469,0.2634202349280369,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0
49322,"diced green chilies, mild",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
49351,diced tomatoes,20.122328495230843,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.0,0.14880421850282663,0.0,0.0,0.0,0.0,-1.0,-1.0
49373,sliced carrots,22.451723811411036,0.0,0.0,0.0,0.0,1.0773745118329554,0.32562972353743386,0.20826897023949872,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
49387,100% tomato juice,22.451723811411036,0.0,0.0,0.0,0.0,1.12677145253246,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49513,"simplynature, organic free range chicken broth",4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
49545,chopped green chiles,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.015566378193755805,0.0,0.0,0.0,4.0,4.0
49739,almond non-dairy beverage,20.915285161634436,0.012190410470893386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50044,"simplynature, organic juice drink from concentrate",23.381815256781973,0.0,0.0,0.0,0.0,1.093387873297826,0.6173468671927691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50045,organic juice drink from concentrate,23.381815256781973,0.0,0.0,0.0,0.0,1.24319562363795,0.6359625287295277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50109,organic grape juice drink from concentrate,22.451723811411036,0.0,0.0,0.0,0.0,1.1830767331109342,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50184,"puraqua, fizzy fruit unsweetened blackberry sparkling water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50204,"worcestershire sauce, classic",0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.7155622324518738,0.0,0.0,0.3923790380356409,0.18839670773486186,0.0,0.0,14.0,14.0
50205,worcestershire sauce,0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.7155622324518738,0.0,0.0,0.38386537508385565,0.1502259500042765,0.0,0.0,14.0,14.0
50378,diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,0.9800577950843907,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
50597,unsweetened original almondmilk,16.526307196694944,0.011702045415262501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
